MCSID	FACTRY00	FAREGN00	FDRSPO00	FDMINT00	FDPINT00	FDHTYP00	FDHTYS00	FDRELP00	FDNATM00	FDMINH00	FDNATF00	FDFINH00	FDOTHS00	FDNOCM00	FDTOTS00	FDNSIB00	FDHSIB00	FDSSIB00	FDASIB00	FDFSIB00	FDGPAR00	FDOTHA00	FDNUMH00	FDTOTP00	FDHLAN00	FDROOW00	FDCWRK00	FOEDE000	FOEDP000	FOECDUK0	FOECDSC0
M13026K	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	455.85	0	4	4
M13029N	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	518.83	0	4	4
M13032H	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	419.84	0	3	4
M13033J	1	2	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	570.46	0	5	5
M13034K	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	374.19	0	3	3
M13036M	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	381.6	0	3	3
M13037N	3	11	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	715.51	0	5	5
M13038P	2	10	2	1	1	1	1	1	1	1	1	1	8	1	9	1	2	2	2	2	2	2	10	11	2	2	3	169.27	1	1	1
M13039Q	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	2	318.49	0	3	2
M13042K	1	5	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	461.12	0	4	4
M13045N	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	2	3	270.08	1	2	2
M13048R	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	6	2	220.28	1	1	1
M13050K	3	11	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	5	216.58	1	1	1
M13052M	1	7	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	-2	5	6	4	2	3	363.2	0	3	3
M13054P	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	2	1	568.64	0	5	5
M13057S	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	4	2	3	346.96	0	3	3
M13058T	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	2	695.91	0	5	5
M13059U	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	2	5	377.12	0	3	3
M13060M	2	10	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	579.37	0	5	5
M13062P	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	2	571.56	0	5	5
M13064R	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	527.84	0	4	4
M13067U	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	1	314.15	0	3	3
M13068V	1	8	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	522.69	0	4	4
M13070P	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	5	5	314.15	0	3	2
M13073S	2	10	4	1	4	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	422.89	0	4	4
M13078X	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	334.28	0	3	3
M13080R	3	11	2	1	1	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	617.86	0	5	5
M13082T	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	5	5	334.14	0	3	3
M13083U	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	648.62	0	5	5
M13085W	1	3	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	1	2	223.83	1	2	2
M13087Y	1	2	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6	5	7	1	328.74	0	3	3
M13090T	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	708.34	0	5	5
M13091U	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	134.47	1	1	1
M13092V	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	324.6	0	3	3
M13097A	1	6	2	1	1	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	8	1	501.35	0	4	4
M13099C	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	449.48	0	4	4
M13102E	1	6	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	4	6	5	472.55	0	4	4
M13105H	1	4	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	561.91	0	5	5
M13108L	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	502.78	0	4	4
M13115K	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	271.9	1	2	2
M13118N	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	729.04	0	5	5
M13119P	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	699.56	0	5	5
M13123K	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	491.13	0	4	4
M13124L	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	5	338.41	0	3	2
M13126N	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	420.47	0	3	4
M13127P	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	5	335.53	0	3	3
M13128Q	1	7	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	4	4	3	134.41	1	1	1
M13130J	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	496.73	0	4	4
M13132L	2	10	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	2	291.02	0	2	2
M13135P	1	2	2	1	1	5	1	1	4	2	1	1	6	1	7	1	1	1	2	2	2	2	8	9	1	2	1	401.77	0	3	3
M13140L	1	7	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	428.46	0	4	4
M13143P	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	378.49	0	3	3
M13144Q	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	531.67	0	4	5
M13145R	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	542.19	0	4	5
M13146S	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	384.43	0	3	3
M13147T	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	8	1	448.29	0	4	4
M13148U	1	4	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	2	5	360.33	0	3	3
M13154S	1	5	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	448.87	0	4	4
M13155T	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	583.94	0	5	5
M13156U	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	4	5	1	2	1	638.51	0	5	5
M13157V	1	3	2	1	1	5	1	2	4	2	1	1	4	1	5	1	1	1	2	2	2	2	6	7	1	4	2	176.18	1	1	1
M13164U	1	5	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	5	4	199.08	1	1	1
M13169Z	1	1	1	1	4	15	2	-1	1	1	4	2	5	1	6	1	2	2	2	2	2	2	6	7	1	6	5	256.61	1	2	2
M13172U	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	182.25	1	1	1
M13173V	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	617.56	0	5	5
M13176Y	1	2	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	480.2	0	4	4
M13177Z	1	3	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	2	5	295.14	0	2	2
M13178A	1	4	2	1	1	1	1	1	1	1	1	1	2	2	4	1	2	2	2	2	2	2	4	6	3	2	1	210.65	1	1	1
M13179B	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	736.67	0	5	5
M13180U	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	356.26	0	3	3
M13181V	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	707.48	0	5	5
M13186A	1	2	1	1	4	16	2	-1	3	3	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	362.8	0	3	3
M13187B	1	6	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	2	2	3	156.56	1	1	1
M13188C	1	9	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	561.36	0	5	5
M13189D	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	2	5	287.22	0	2	2
M13192Y	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	335.81	0	3	2
M13194A	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	351.19	0	3	3
M13195B	4	12	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	451.02	0	4	4
M13199F	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	379.81	0	3	3
M13200F	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	4	191.53	1	1	1
M13205L	3	11	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	723.17	0	5	5
M13206M	1	7	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	605.36	0	5	5
M13207N	3	11	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	-1	1	668.68	0	5	5
M13208P	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	5	3	154.25	1	1	1
M13209Q	1	3	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	2	3	379.34	0	3	3
M13211J	1	7	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	1	467.17	0	4	4
M13212K	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	559.76	0	5	4
M13213L	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	594.3	0	5	5
M13215N	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	1	1	6	7	2	7	5	344.14	0	3	3
M13217Q	1	9	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	436.86	0	4	4
M13218R	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	457.54	0	4	4
M13220K	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	679.44	0	5	5
M13221L	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	474.14	0	4	4
M13223N	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	632.79	0	5	5
M13228T	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	447.09	0	4	4
M13229U	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	264.43	1	2	2
M13231N	1	7	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	3	6	6	176.08	1	1	1
M13235S	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	5	199.13	1	1	1
M13237U	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	841.5	0	5	5
M13240P	4	12	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	1	1	527.1	0	4	5
M13241Q	1	3	2	1	1	1	1	1	1	1	2	1	3	1	4	1	1	2	2	2	2	2	5	6	1	2	1	570.62	0	5	5
M13244T	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	607.67	0	5	5
M13245U	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	616.6	0	5	5
M13246V	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	691.84	0	5	5
M13247W	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	1	5	248.99	1	2	2
M13248X	1	4	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	1	2	4	5	1	7	5	230.29	1	2	2
M13249Y	3	11	4	1	4	2	1	2	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	1	6	1	351.22	0	3	2
M13251S	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	434.74	0	4	4
M13252T	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	673.98	0	5	5
M13255W	3	11	4	1	4	1	1	1	1	1	1	1	1	2	3	1	2	2	2	2	2	2	3	5	1	2	1	556.78	0	5	4
M13260T	2	10	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	713.83	0	5	5
M13263W	1	9	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	5	1	393.73	0	3	3
M13264X	1	6	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	1	5	299.82	0	2	2
M13265Y	2	10	4	1	4	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	527.27	0	4	4
M13268B	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	488.95	0	4	4
M13269C	2	10	2	1	1	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	8	9	1	-1	4	102.72	1	1	1
M13270V	1	5	2	1	1	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	6	1	496.37	0	4	4
M13272X	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	475.43	0	4	4
M13273Y	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	277.36	1	2	2
M13274Z	1	6	4	1	4	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	4	3	201.79	1	1	1
M13275A	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	1	1	4	5	1	7	5	271.71	1	2	2
M13277C	1	8	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	475.16	0	4	4
M13278D	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	570.88	0	5	4
M13284B	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	476.65	0	4	5
M13286D	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	1	2	3	4	4	2	3	594.46	0	5	5
M13287E	1	6	2	1	1	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	4	304.87	0	2	2
M13288F	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	8	1	390.37	0	3	3
M13289G	4	12	1	1	4	15	2	-1	1	1	4	2	5	1	6	1	2	2	2	2	2	2	6	7	1	5	5	141.83	1	1	1
M13291A	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6	4	7	2	178.43	1	1	1
M13294D	2	10	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	5	1	1	772.39	0	5	5
M13295E	1	2	2	1	1	2	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	324.09	0	3	3
M13296F	4	12	6	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	-1	3	329.32	0	3	3
M13298H	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	533.48	0	4	5
M13305P	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	300.34	0	2	3
M13310L	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	5	5	311.43	0	3	3
M13312N	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	670.04	0	5	5
M13314Q	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	777	0	5	5
M13316S	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	646.98	0	5	5
M13319V	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	3	4	1	5	1	233.58	1	2	2
M13321P	2	10	2	1	1	2	1	1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	2	3	441.33	0	4	4
M13322Q	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	2	1	431.34	0	4	4
M13323R	1	7	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	2	402.21	0	3	3
M13324S	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	266.15	1	2	2
M13325T	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	662.53	0	5	5
M13329X	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	581.49	0	5	5
M13331R	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	5	6	237.16	1	2	1
M13336W	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	513.29	0	4	5
M13338Y	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	6	287.86	0	2	2
M13340S	4	12	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	1	1	349.31	0	3	3
M13343V	2	10	2	1	1	1	1	1	1	1	2	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	405.95	0	3	4
M13344W	4	12	3	1	2	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	3	355.53	0	3	3
M13346Y	1	5	3	1	2	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	587.13	0	5	5
M13349B	3	11	2	1	1	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	4	1	5	1	286.03	0	2	2
M13350U	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	446.27	0	4	4
M13353X	4	12	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	750.8	0	5	5
M13364A	1	7	1	1	4	15	2	-1	1	1	3	3	1	1	2	1	2	2	2	2	2	2	2	3	3	5	5	305.03	0	2	2
M13365B	1	9	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	693.35	0	5	5
M13367D	1	2	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	4	1	1	273.42	1	2	2
M13369F	2	10	4	1	4	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	4	4	218.13	1	1	1
M13379H	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	576.24	0	5	4
M13380A	1	3	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	2	2	1	160.81	1	1	1
M13384E	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	649.3	0	5	5
M13386G	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	5	304.08	0	2	2
M13388J	4	12	4	1	4	2	1	1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	6	2	383.49	0	3	4
M13389K	2	10	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	2	2	1	598.78	0	5	5
M13393F	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	460.91	0	4	4
M13395H	4	12	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	432.04	0	4	4
M13398L	1	7	3	1	2	1	1	1	1	1	2	1	2	1	3	1	2	2	2	2	2	2	4	5	4	2	1	517.77	0	4	4
M13400M	3	11	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	2	589.65	0	5	4
M13402P	1	9	4	1	4	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	5	3	340.16	0	3	3
M13403Q	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	702.83	0	5	5
M13405S	1	4	2	1	1	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	2	3	406.89	0	3	3
M13408V	1	5	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	4	6	3	111.16	1	1	1
M13414T	1	3	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	3	165.48	1	1	1
M13416V	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	1	4	186.78	1	1	1
M13417W	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	446.36	0	4	4
M13418X	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	4	6	152.16	1	1	1
M13419Y	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	3	536.9	0	4	4
M13422T	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	6	241.73	1	2	2
M13425W	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	542.69	0	4	4
M13426X	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	557.68	0	5	5
M13428Z	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	4	1	305.2	0	2	2
M13429A	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	6	178.13	1	1	1
M13431U	1	7	2	1	1	11	1	1	4	2	4	2	0	1	1	2	2	2	2	2	1	1	4	5	3	4	4	167.94	1	1	1
M13432V	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	554.01	0	4	4
M13436Z	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	336.8	0	3	3
M13437A	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	516.43	0	4	4
M13438B	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	592.3	0	5	4
M13440V	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	4	5	407.88	0	3	3
M13441W	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	575.8	0	5	5
M13443Y	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	1	4	5	1	1	5	373.74	0	3	3
M13444Z	2	10	4	1	4	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	4	1	3	223.14	1	2	1
M13446B	1	2	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	5	5	262.4	1	2	2
M13447C	1	2	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	291.61	0	2	2
M13450X	1	1	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	287.02	0	2	2
M13451Y	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	334.25	0	3	3
M13452Z	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	430.17	0	4	4
M13454B	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	5	1	376.02	0	3	3
