MCSID	GDHTYP00	GDHTYS00	GDRELP00	GDNATM00	GDMINH00	GDNATF00	GDFINH00	GDOTHS00	GDNOCM00	GDTOTS00	GDNSIB00	GDHSIB00	GDSSIB00	GDASIB00	GDFSIB00	GDGPAR00	GDOTHA00	GDNUMH00	GDTOTP00
M12029J	2	1	1	1	1	-1	-1	2	1	3	2	1	1	2	2	2	2	5	6
M12031C	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M12032D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12033E	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12034F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12035G	5	1	1	-1	-1	1	1	1	1	2	2	2	1	2	2	2	2	4	5
M12036H	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M12038K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12039L	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M12040D	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12042F	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12043G	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	1	6	7
M12044H	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M12046K	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12050F	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M12051G	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12052H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12055L	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12058P	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M12060H	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M12063L	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	5	6
M12064M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12070K	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12071L	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M12075Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12076R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12077S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12079U	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12083Q	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12088V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12089W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12090P	-1	-1	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	1	2
M12094T	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M12096V	15	2	-1	1	1	-1	-1	0	2	2	2	2	2	2	2	2	2	3	5
M12099Y	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12103B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12106E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12109H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12110A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12114E	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12122E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12124G	15	2	-1	1	1	-1	-1	3	1	4	2	1	2	2	2	2	2	5	6
M12125H	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M12127K	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M12128L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12131F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12134J	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	4	6
M12137M	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M12140G	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12141H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12144L	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12145M	11	1	1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	1	2	3	4
M12148Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12149R	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12153M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12160L	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12163P	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M12164Q	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M12165R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12166S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12167T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12168U	15	2	-1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	4	5
M12169V	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12170N	2	1	2	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	5	6
M12172Q	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M12173R	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12175T	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M12176U	2	1	1	1	1	-1	-1	2	1	3	1	2	1	2	2	2	2	5	6
M12181R	3	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	1	3	4
M12182S	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12183T	2	1	1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	5	6
M12184U	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12185V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12188Y	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12189Z	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M12192U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12199B	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12200B	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	5	6
M12203E	15	2	-1	1	1	-1	-1	0	2	2	2	2	2	2	2	2	2	3	5
M12207J	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M12210D	1	1	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	4	6
M12212F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12214H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12215J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12216K	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M12218M	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M12219N	2	1	1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M12222H	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M12223J	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M12234M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12235N	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M12239S	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M12240K	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12242M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12243N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M12244P	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M12255S	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12256T	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12258V	1	1	1	1	1	1	1	7	1	8	1	2	2	2	2	2	2	10	11
M12260P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12261Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12266V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12271S	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M12272T	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M12273U	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M12275W	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
