MCSID	GPNUM00	GDEEA00	GDEWA00	GDESA00	GDENA00	GD06E00	GD11E00	GD08E00	GDRES00	GDREL00	GDAGI00	GDGAI00	GDSAM00	GDLST00
M11780E	1	-1	-1	-1	-1	1	1	1	1	7	61	5	1	1
M16967K	2	-1	-1	-1	-1	1	1	1	2	7	61	5	1	2
M16967K	1	-1	-1	-1	-1	1	1	1	1	7	59	5	1	1
M33738W	1	-1	-1	-1	-1	2	2	2	1	7	47	4	1	1
M12131F	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M24876E	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M11543T	2	-1	-1	-1	-1	3	3	3	2	7	42	4	1	2
M11543T	1	-1	-1	-1	-1	3	3	3	1	7	39	3	1	1
M31283C	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M33658X	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M33658X	3	-1	-1	-1	-1	1	1	1	8	10	34	3	1	2
M35422M	1	-1	-1	-1	-1	-1	-1	-1	1	7	41	4	-1	-1
M15330Y	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M17892M	1	-1	-1	-1	-1	4	4	4	1	7	42	4	1	1
M33544N	1	-1	-1	-1	-1	4	4	4	1	7	38	3	1	1
M33544N	2	-1	-1	-1	-1	4	4	4	2	7	43	4	1	2
M35064K	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M35064K	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M33930U	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M33930U	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	2
M13416V	1	-1	-1	-1	-1	4	4	4	2	7	43	4	2	2
M29690S	2	-1	-1	-1	-1	4	4	4	2	7	54	5	1	2
M29690S	1	-1	-1	-1	-1	4	4	4	1	7	52	5	1	1
M32231U	1	-1	-1	-1	-1	4	4	4	1	7	41	4	1	1
M31673N	1	-1	-1	-1	-1	4	4	4	1	7	37	3	1	1
M32284H	2	-1	-1	-1	-1	4	4	4	2	7	40	4	1	1
M18765K	1	-1	-1	-1	-1	3	3	3	1	7	44	4	2	1
M18765K	2	-1	-1	-1	-1	3	3	3	2	7	55	5	2	2
M29417B	4	-1	-1	-1	-1	1	1	1	8	10	44	4	1	2
M29417B	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M26698N	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M26698N	4	-1	-1	-1	-1	1	1	1	8	10	48	4	1	2
M31975Z	5	1	-1	-1	-1	1	1	1	8	10	57	5	-1	-1
M31975Z	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M23246A	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M23246A	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M32774W	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M32774W	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M31209S	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M31209S	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M32623G	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M14145V	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M14805J	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M14805J	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M15765X	8	1	-1	-1	-1	1	1	1	8	10	42	4	2	4
M31559M	1	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M31559M	2	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M12576G	6	1	-1	-1	-1	1	1	1	7	10	42	4	-1	-1
M12576G	2	-1	-1	-1	-1	1	1	1	2	7	43	4	2	1
M22435Z	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M22915L	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M22915L	3	-1	-1	-1	-1	1	1	1	2	7	39	3	1	2
M24660Q	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M24660Q	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M22849T	1	-1	-1	-1	-1	1	1	1	2	7	44	4	1	1
M10423G	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	4
M10423G	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M32016P	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M12160L	2	-1	-1	-1	-1	3	3	3	1	7	43	4	1	1
M12160L	1	-1	-1	-1	-1	3	3	3	2	7	42	4	1	2
M30755K	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M19397K	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M19397K	4	-1	-1	-1	-1	1	1	1	8	10	45	4	1	2
M21868S	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M32813L	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M35235L	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M25947G	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M25947G	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M32488T	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M21522T	2	-1	-1	-1	-1	1	1	1	2	7	59	5	1	2
M21522T	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M30785R	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M10682Z	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M11005W	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M14908Q	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M14908Q	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M18064M	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M14850P	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M16567X	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M22197E	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M33999R	1	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M33999R	2	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M13544C	2	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M16654V	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M20270N	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M20270N	2	-1	-1	-1	-1	1	1	1	2	7	64	5	1	2
M22977A	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M22977A	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M35721V	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M34083J	1	-1	-1	-1	-1	6	11	8	1	7	52	5	1	1
M34083J	2	-1	-1	-1	-1	1	1	1	2	7	67	5	1	2
M16097N	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	4
M16097N	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M26309L	1	-1	-1	-1	-1	3	3	3	1	7	48	4	1	1
M26309L	2	-1	-1	-1	-1	3	3	3	2	7	48	4	1	2
M10597D	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M33153B	1	-1	-1	-1	-1	3	3	3	1	7	42	4	1	1
M14605C	1	-1	-1	-1	-1	6	6	8	1	7	53	5	1	1
M14099G	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M17085N	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M17851C	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M17851C	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M29675T	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M29675T	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M29099H	1	-1	-1	-1	-1	-1	-1	-1	1	7	49	4	-1	-1
M35183R	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M35183R	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M20280Q	1	-1	-1	-1	-1	-1	-1	-1	1	7	36	3	-1	-1
M31367F	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M31367F	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M35739F	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M35739F	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M30545B	1	-1	-1	-1	-1	1	1	1	1	7	58	5	1	1
M19643E	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M19643E	4	-1	-1	-1	-1	1	1	1	8	10	49	4	1	2
M20406L	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M20406L	5	-1	-1	-1	-1	1	1	1	8	10	46	4	1	2
M20530P	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M20530P	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M27828J	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M27828J	1	-1	-1	-1	-1	1	1	1	1	7	58	5	1	1
M22386H	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M22386H	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M12633Y	2	-1	-1	-1	-1	4	5	5	2	7	41	4	1	2
M12633Y	1	-1	-1	-1	-1	4	5	5	1	7	36	3	1	1
M23473K	2	-1	-1	-1	-1	4	4	4	2	7	37	3	1	4
M16170E	1	-1	-1	-1	-1	-1	-1	-1	1	7	36	3	-1	-1
M17609U	1	-1	-1	-1	-1	4	4	4	1	7	40	4	1	1
M17609U	2	-1	-1	-1	-1	4	4	4	2	7	46	4	1	2
M16115X	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M26986T	1	-1	-1	-1	-1	3	3	3	1	7	39	3	2	1
M26986T	2	-1	-1	-1	-1	3	3	3	2	7	49	4	2	2
M27474C	1	-1	-1	-1	-1	5	7	6	1	7	39	3	1	1
M34149K	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M34149K	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M19345X	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M23837T	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M23837T	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M26351N	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M24644Q	2	-1	-1	-1	-1	1	1	1	2	7	69	5	1	2
M24644Q	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M23206S	1	-1	-1	-1	-1	-1	-1	-1	1	7	35	3	-1	-1
M13999F	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M19157V	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M19157V	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M19558J	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M23542F	2	-1	-1	-1	-1	1	1	1	2	7	59	5	1	2
M23542F	1	-1	-1	-1	-1	1	1	1	1	7	57	5	1	1
M10660T	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M10660T	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M21096W	1	-1	-1	-1	-1	5	7	6	1	7	43	4	1	1
M32233W	1	-1	-1	-1	-1	4	4	4	1	7	39	3	1	1
M32728Q	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M32728Q	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M32162Y	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M32162Y	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M29407Z	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M29407Z	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M22812E	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M22812E	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M17879Q	3	-1	-1	-1	-1	-1	-1	-1	8	10	47	4	-1	-1
M17879Q	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M20189W	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M24630J	2	-1	-1	-1	-1	1	1	1	2	7	45	4	2	1
M12239S	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M21882Q	6	1	-1	-1	-1	1	1	1	8	10	49	4	1	4
M21882Q	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M13312N	3	-1	-1	-1	-1	1	1	1	2	7	61	5	1	2
M13312N	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M34594C	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M34594C	4	-1	-1	-1	-1	1	1	1	8	10	33	3	1	2
M19506W	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M23727N	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M23727N	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M21530T	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M21530T	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M21699T	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M21699T	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M18665G	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M24226A	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M15581R	3	-1	-1	-1	-1	1	1	1	8	10	37	3	1	2
M15581R	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M33830R	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M24742R	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M11991P	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M22993A	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M22993A	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M32761R	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M25867H	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M11663A	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M19764N	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M19764N	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M20125E	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M26995U	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M26995U	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M33332C	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M33332C	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M14396N	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M14396N	2	-1	-1	-1	-1	1	1	1	2	7	60	5	1	2
M25930X	1	-1	-1	-1	-1	1	1	1	2	7	46	4	1	1
M30650B	2	-1	-1	-1	-1	1	1	1	2	7	62	5	1	-1
M30650B	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M21072N	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M21072N	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M25242E	1	-1	-1	-1	-1	-1	-1	-1	1	7	38	3	-1	-1
M19233Q	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M19233Q	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M20442Q	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	4
M20442Q	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M19850K	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M19850K	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M23098G	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M23098G	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M29964Z	2	-1	-1	-1	-1	1	1	1	2	7	56	5	2	1
M22123L	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M26932D	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M26932D	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M20236L	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M20236L	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M10732S	2	-1	-1	-1	-1	-1	-1	-1	2	7	37	3	-1	-1
M10732S	1	-1	-1	-1	-1	-1	-1	-1	1	7	38	3	-1	-1
M32173B	2	-1	-1	-1	-1	1	1	1	8	10	37	3	2	2
M32173B	5	-1	-1	-1	-1	1	1	1	7	10	37	3	2	1
M15098K	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M30622X	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M30622X	2	-1	-1	-1	-1	1	1	1	2	7	38	3	1	2
M27987Y	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M27987Y	5	-1	-1	-1	-1	1	1	1	-2	6	41	4	1	2
M18443U	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M10223A	5	-1	-1	-1	-1	1	1	1	8	10	35	3	1	2
M23520Z	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M23520Z	3	-1	-1	-1	-1	-1	-1	-1	8	10	37	3	-1	-1
M21419V	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M21419V	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M35814Z	1	-1	-1	-1	-1	-1	-1	-1	1	7	50	5	-1	-1
M35814Z	2	-1	1	-1	-1	1	1	1	8	10	50	5	-1	-1
M33420B	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M24574T	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M24574T	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M26463V	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M31584N	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M21864N	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M11644X	3	-1	1	-1	-1	1	1	1	26	20	53	5	-1	-1
M11644X	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M12168U	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M19154S	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M21326R	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M21326R	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M31241S	1	-1	-1	-1	-1	1	1	1	1	7	34	3	1	1
M31241S	2	-1	-1	-1	-1	1	1	1	2	7	40	4	1	4
M29317Y	6	-1	-1	-1	-1	-1	-1	-1	26	20	60	5	-1	-1
M29317Y	1	-1	-1	-1	-1	-1	-1	-1	1	7	48	4	-1	-1
M29534F	9	-1	1	-1	-1	1	1	1	-2	6	40	4	-1	-1
M29534F	1	-1	-1	-1	-1	-1	-1	-1	1	7	37	3	-1	-1
M10503F	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M20459Z	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M20459Z	2	-1	-1	-1	-1	1	1	1	2	7	37	3	1	2
M31372C	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M12869S	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M12869S	4	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M35043E	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M13108L	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M13108L	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M28175Y	1	-1	-1	-1	-1	1	1	1	1	7	34	3	1	4
M28175Y	4	-1	-1	-1	-1	1	1	1	8	10	43	4	1	2
M17918E	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M17918E	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M23273D	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M23273D	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M15717P	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M20292U	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M20292U	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M25040W	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M25040W	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M29385L	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	2
M29385L	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M34587D	3	-1	-1	-1	-1	-1	-1	-1	1	7	32	3	-1	-1
M22955U	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M22955U	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M22576M	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M22576M	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M28419Z	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M28419Z	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M19964U	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M31941P	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M31941P	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M28111G	6	-1	-1	-1	-1	1	1	1	8	10	42	4	1	2
M28111G	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M32929X	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M32929X	4	-1	-1	-1	-1	1	1	1	26	20	46	4	1	2
M12454X	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M12454X	4	-1	1	-1	-1	1	1	1	8	10	44	4	-1	-1
M15414B	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M15414B	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M31476K	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M31476K	4	-1	-1	-1	-1	1	1	1	8	10	51	5	1	2
M11590A	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M24923U	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M23977E	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M23977E	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M21863M	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M16838B	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M16838B	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M20259T	2	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M11113Z	1	-1	-1	-1	-1	-1	-1	-1	1	7	44	4	-1	-1
M31942Q	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M31942Q	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M23349G	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M23349G	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M30730A	1	-1	-1	-1	-1	1	1	1	2	7	45	4	2	2
M30730A	2	-1	-1	-1	-1	1	1	1	1	7	49	4	2	1
M13115K	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M31086Z	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M31086Z	2	-1	-1	-1	-1	1	1	1	2	7	65	5	1	2
M23270A	2	-1	-1	-1	-1	-1	-1	-1	1	7	41	4	-1	-1
M23270A	1	-1	-1	-1	-1	-1	-1	-1	2	7	41	4	-1	-1
M25724T	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M25724T	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	4
M27185W	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M16121V	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M35846H	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M35846H	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M16317F	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M16317F	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M34031W	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M34031W	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M11385X	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M11385X	8	-1	-1	-1	-1	1	1	1	8	10	48	4	1	2
M26573A	2	-1	-1	-1	-1	-1	-1	-1	2	7	53	5	-1	-1
M26573A	1	-1	-1	-1	-1	-1	-1	-1	1	7	53	5	-1	-1
M16703M	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M35090M	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M35090M	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M31287G	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M34867J	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M34867J	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M21810Y	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M21810Y	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M29722H	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M29722H	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M12417S	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M12417S	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M29633H	2	-1	-1	-1	-1	1	1	1	2	7	60	5	1	2
M29633H	1	-1	-1	-1	-1	1	1	1	1	7	59	5	1	1
M14035Q	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M30703X	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M34473U	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M34473U	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M11485A	1	-1	-1	-1	-1	1	1	1	1	7	58	5	1	1
M11485A	2	-1	-1	-1	-1	1	1	1	2	7	64	5	1	2
M12491C	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M31901F	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M31901F	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M23121N	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M23121N	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M31817L	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M31817L	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M25497B	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M25497B	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M17547X	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M26375W	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M26375W	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M28694S	1	-1	-1	-1	-1	6	10	8	1	7	52	5	1	1
M28694S	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M20382V	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M20382V	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M31141P	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M11143F	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M11143F	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M20332K	1	-1	-1	-1	-1	5	8	7	1	7	52	5	1	1
M34884K	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
