MCSID	GPNUM00	GDEEA00	GDEWA00	GDESA00	GDENA00	GD06E00	GD11E00	GD08E00	GDRES00	GDREL00	GDAGI00	GDGAI00	GDSAM00	GDLST00
M10516L	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M10516L	4	-1	-1	-1	-1	1	1	1	8	10	54	5	1	2
M28150P	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M28150P	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M26490Y	2	-1	-1	-1	-1	1	1	1	8	10	33	3	1	2
M26490Y	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M13264X	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M24364K	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M24364K	4	-1	-1	-1	-1	1	1	1	8	10	42	4	1	2
M12242M	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M12242M	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M30742E	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M30742E	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M27447Z	2	1	-1	-1	-1	1	1	1	26	20	42	4	2	4
M27447Z	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M19758Q	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M19758Q	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M27377C	1	-1	-1	-1	-1	6	11	8	1	7	51	5	1	1
M27377C	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M18622V	2	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M18622V	1	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M35515R	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M35515R	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M15515F	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M35003W	4	1	-1	-1	-1	1	1	1	8	10	42	4	-1	-1
M35003W	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M28878Y	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M28878Y	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M28089B	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M27882Q	2	-1	-1	-1	-1	1	1	1	2	7	36	3	1	2
M23336B	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M31048T	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M14890X	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M14890X	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M23788B	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	1
M21638E	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M21638E	2	-1	-1	-1	-1	1	1	1	8	10	45	4	1	2
M22694S	5	-1	-1	-1	-1	1	1	1	8	10	44	4	1	2
M22694S	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M15190E	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M30117K	1	-1	-1	-1	-1	3	3	3	1	7	43	4	1	1
M30117K	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M14906N	1	-1	-1	-1	-1	1	1	1	1	7	61	5	1	1
M15440D	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M15440D	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M28333U	1	-1	-1	-1	-1	4	4	4	1	7	38	3	1	1
M26251K	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M26251K	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M19751H	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M11911X	2	-1	-1	-1	-1	1	1	1	2	7	40	4	1	2
M11911X	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M15128Y	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M15128Y	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M31547H	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M15086F	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M15086F	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M25466U	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M16693C	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M16693C	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M15872Z	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M19271W	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M19271W	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M22053P	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M23532D	7	1	-1	-1	-1	1	1	1	7	10	48	4	1	4
M23532D	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	1
M15667W	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M15667W	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M21777Q	5	-1	-1	-1	-1	2	2	2	26	20	54	5	1	2
M21777Q	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M27113E	4	-1	-1	-1	-1	1	1	1	8	10	64	5	1	2
M27113E	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M22946T	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M22946T	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M24732P	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M26670A	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M26670A	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M34163H	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M34163H	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M22910F	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M22910F	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M24670S	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	1
M23171Y	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M23171Y	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M18962N	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M18962N	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	2
M28177A	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M27164R	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	4
M27164R	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M19106J	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	1
M22086Y	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M22086Y	1	-1	-1	-1	-1	1	1	1	1	7	57	5	1	1
M32990C	3	1	-1	-1	-1	1	1	1	2	7	44	4	-1	-1
M32990C	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M22963U	10	-1	1	-1	-1	1	1	1	8	10	44	4	-1	-1
M22963U	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M16756A	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M16756A	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M23737Q	6	1	-1	-1	-1	1	1	1	8	10	44	4	-1	-1
M29974B	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M23901J	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M23901J	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	4
M34512J	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M34512J	5	-1	-1	-1	-1	1	1	1	8	10	50	5	1	4
M33190G	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M21804A	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M21804A	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M33056B	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M25828A	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M19046P	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M19046P	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M10851Y	1	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M16424H	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M35288Z	5	-1	-1	-1	-1	1	1	1	7	10	45	4	1	2
M30738J	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M14234V	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M34663Y	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M34663Y	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M14074X	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M14074X	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M12638D	1	-1	-1	-1	-1	1	1	1	1	7	57	5	1	1
M12638D	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M14012H	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M14012H	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M26136H	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M26136H	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M17888R	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M10773B	2	-1	-1	-1	-1	-1	-1	-1	2	7	52	5	-1	-1
M17476Z	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M17476Z	2	-1	-1	-1	-1	2	2	2	2	7	59	5	1	2
M16069J	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M16069J	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M14500U	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M14500U	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M22748P	2	-1	-1	-1	-1	6	6	8	2	7	48	4	1	1
M13627E	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M15027U	1	-1	-1	-1	-1	5	8	7	1	7	52	5	1	1
M16309F	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M16309F	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M14739R	2	-1	-1	-1	-1	6	11	8	2	7	48	4	1	2
M14739R	1	-1	-1	-1	-1	6	11	8	1	7	34	3	1	1
M12430P	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M31114L	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M31114L	1	-1	-1	-1	-1	6	10	8	1	7	41	4	1	1
M21782M	4	1	-1	-1	-1	1	1	1	26	20	48	4	-1	-1
M21782M	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M18513R	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M18513R	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M25137E	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M31177B	2	-1	-1	-1	-1	1	1	1	2	7	62	5	1	2
M31177B	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M20148M	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M20148M	7	1	-1	-1	-1	1	1	1	8	10	48	4	1	4
M20987U	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M22554F	2	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M20592D	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M20592D	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M34981K	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M34981K	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M32569T	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M12422P	2	-1	-1	-1	-1	1	1	1	8	10	43	4	1	2
M21372X	2	-1	-1	-1	-1	4	4	4	2	7	42	4	1	2
M21372X	1	-1	-1	-1	-1	4	4	4	1	7	45	4	1	1
M23479R	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M10125Z	3	-1	-1	-1	-1	1	1	1	8	10	40	4	1	2
M10125Z	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M14607E	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M14607E	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M22987C	5	1	-1	-1	-1	1	1	1	26	20	42	4	1	4
M22987C	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M32896F	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M32896F	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M31633E	1	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M31633E	2	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M21702V	2	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M22034L	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M22034L	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M16700J	1	-1	-1	-1	-1	-1	-1	-1	1	7	51	5	-1	-1
M16700J	2	-1	-1	-1	-1	-1	-1	-1	2	7	50	5	-1	-1
M34912W	2	-1	-1	-1	-1	1	1	1	2	7	63	5	1	2
M34912W	1	-1	-1	-1	-1	1	1	1	1	7	59	5	1	1
M21234N	1	-1	-1	-1	-1	1	1	1	1	7	33	3	1	1
M25413F	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M12670D	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	1
M33318E	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M33318E	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M25415H	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M25415H	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M33401Y	2	-1	-1	-1	-1	1	1	1	2	7	50	5	2	2
M33401Y	1	-1	-1	-1	-1	1	1	1	1	7	48	4	2	1
M19310L	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M19310L	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M35187V	1	-1	-1	-1	-1	3	3	3	1	7	49	4	1	1
M35187V	2	-1	-1	-1	-1	3	3	3	2	7	55	5	1	2
M16629U	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M16629U	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M31377H	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M31377H	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M12006B	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M12006B	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M30982U	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M30982U	4	1	-1	-1	-1	1	1	1	-2	6	49	4	-1	-1
M23371E	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M23371E	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M29618J	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M29618J	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M27610S	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M27610S	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	4
M11647A	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M11647A	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M12522S	2	-1	-1	-1	-1	3	3	3	2	7	47	4	1	2
M20544V	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M18123F	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M18123F	2	-1	-1	-1	-1	1	1	1	2	7	61	5	1	2
M33397V	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M33397V	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M26498G	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M26498G	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M11131B	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M11131B	2	-1	-1	-1	-1	1	1	1	2	7	61	5	1	2
M24090C	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M24090C	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M10021S	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M24603F	4	1	-1	-1	-1	1	1	1	-2	6	52	5	2	2
M24603F	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M19651E	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M22489P	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M14744N	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M14744N	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M24801K	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M13928Q	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M11115B	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M17159P	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M17159P	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M20185S	2	-1	-1	-1	-1	1	1	1	2	7	60	5	1	2
M20185S	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M30632Z	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M30632Z	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M17512L	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M17512L	2	-1	-1	-1	-1	2	2	2	2	7	51	5	1	2
M34330E	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M34634T	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M34634T	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M25179Q	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M25179Q	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M30038M	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M30038M	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M28669R	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M28669R	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M18090P	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M18090P	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M14768W	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M14768W	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M22612Y	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M22612Y	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M11913Z	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M11913Z	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M25054C	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M35589K	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M35589K	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M14405W	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M14405W	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M33162C	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M33162C	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M26473X	4	-1	-1	-1	-1	1	1	1	8	10	49	4	1	2
M13801A	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M13801A	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M19323R	5	-1	-1	-1	-1	1	1	1	2	7	39	3	1	1
M34709V	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M10481S	2	-1	-1	-1	-1	6	11	8	2	7	57	5	1	2
M10481S	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M29572M	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M29572M	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M23745Q	2	-1	-1	-1	-1	1	1	1	2	7	59	5	1	2
M23745Q	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M13734G	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M13734G	2	-1	-1	-1	-1	3	3	3	2	7	46	4	1	2
M15614H	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M15614H	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M14466K	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M14466K	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M11252K	1	-1	-1	-1	-1	1	1	1	1	7	45	4	2	1
M11252K	2	-1	-1	-1	-1	1	1	1	2	7	46	4	2	2
M15564Q	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M15564Q	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M13479L	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M13479L	4	-1	-1	-1	-1	1	1	1	8	10	72	5	1	2
M11309K	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M11309K	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M22372B	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M22372B	4	-1	-1	-1	-1	1	1	1	-2	6	56	5	1	2
M11226H	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M11226H	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M23205R	2	-1	-1	-1	-1	1	1	1	2	7	-3	-3	1	2
M23205R	1	-1	-1	-1	-1	1	1	1	1	7	-3	-3	1	1
M23657R	2	-1	-1	-1	-1	1	1	1	2	7	38	3	1	2
M23657R	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M15629Q	7	1	-1	-1	-1	1	1	1	8	10	49	4	-1	-1
M17017A	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M18965R	2	-1	-1	-1	-1	6	10	8	2	7	49	4	1	2
M18965R	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M30711X	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M30711X	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M27992V	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M27992V	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M18058P	2	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M26674E	5	-1	-1	-1	-1	1	1	1	7	10	41	4	1	2
M27696Q	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M27696Q	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M13118N	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M13118N	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M27413P	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M34982L	2	-1	-1	-1	-1	-1	-1	-1	2	7	55	5	-1	-1
M24852W	2	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M24852W	1	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M23088E	2	-1	-1	-1	-1	6	6	8	1	7	46	4	1	1
M23088E	1	-1	-1	-1	-1	6	6	8	2	7	50	5	1	2
M10088M	2	-1	-1	-1	-1	3	3	3	2	7	43	4	1	-1
M10088M	1	-1	-1	-1	-1	3	3	3	1	7	46	4	1	1
M35453U	1	-1	-1	-1	-1	6	6	8	1	7	45	4	1	1
M18066P	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M17610M	1	-1	-1	-1	-1	6	6	8	1	7	55	5	1	1
M29372F	2	-1	-1	-1	-1	3	3	3	2	7	48	4	1	2
M29372F	1	-1	-1	-1	-1	3	3	3	1	7	50	5	1	1
M12477E	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M24048A	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M24048A	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M13954S	2	-1	-1	-1	-1	-1	-1	-1	2	7	54	5	-1	-1
M17064H	1	-1	-1	-1	-1	5	8	7	1	7	48	4	1	1
M17064H	2	-1	-1	-1	-1	5	8	7	2	7	50	5	1	2
M33812P	2	-1	-1	-1	-1	3	3	3	2	7	44	4	1	4
M33812P	1	-1	-1	-1	-1	3	3	3	1	7	44	4	1	1
M29039V	1	-1	-1	-1	-1	3	3	3	1	7	47	4	1	1
M15729T	2	-1	-1	-1	-1	3	3	3	2	7	54	5	1	2
M15729T	1	-1	-1	-1	-1	3	3	3	1	7	53	5	1	1
M32221S	1	-1	-1	-1	-1	5	7	6	1	7	42	4	1	1
M18559F	3	-1	-1	-1	-1	-1	-1	-1	8	10	51	5	-1	-1
M20960H	1	-1	-1	-1	-1	1	1	1	1	7	42	4	2	1
M20960H	2	-1	-1	-1	-1	1	1	1	2	7	49	4	2	2
M25916Z	1	-1	-1	-1	-1	6	11	8	1	7	36	3	1	1
M11645Y	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M11645Y	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M13620X	1	-1	-1	-1	-1	5	8	7	1	7	50	5	1	1
M23775W	1	-1	-1	-1	-1	5	7	6	1	7	45	4	2	1
M22439D	1	-1	-1	-1	-1	5	9	8	1	7	59	5	1	1
M20619X	1	-1	-1	-1	-1	6	11	8	1	7	54	5	1	1
M26338R	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M30720Y	5	-1	-1	-1	-1	1	1	1	8	10	43	4	1	2
M35836F	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M35836F	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M27742D	2	-1	-1	-1	-1	1	1	1	2	7	53	5	2	2
M27742D	1	-1	-1	-1	-1	1	1	1	1	7	48	4	2	1
M33334E	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M33334E	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M26624U	2	-1	-1	-1	-1	6	11	8	2	7	51	5	1	2
M26624U	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M22609D	2	-1	-1	-1	-1	6	11	8	2	7	47	4	1	-1
M34596E	1	-1	-1	-1	-1	3	3	3	1	7	47	4	1	1
M22226S	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M22226S	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M29912M	1	-1	-1	-1	-1	-1	-1	-1	1	7	36	3	-1	-1
M29409B	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M29409B	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M26392X	2	-1	-1	-1	-1	5	8	7	2	7	51	5	1	2
M24487V	4	-1	-1	-1	-1	1	1	1	8	10	42	4	1	2
M24487V	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M33852X	1	-1	-1	-1	-1	-1	-1	-1	1	7	37	3	-1	-1
M17703R	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M17703R	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M13967X	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M13967X	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M18335R	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M18335R	2	-1	-1	-1	-1	2	2	2	2	7	49	4	1	2
M34459W	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
