MCSID	GCNUM00	GCCHIC100	GCNAEX00	GCNAEG1	GCNAEG2	GCNAEG3	GCNAAS0A	GCNAAS0B	GCNAAS0C	GCNAAS0D	GCNAAS0E	GCNAAS0F	GCNAAS0G	GCNAAS0H	GCNAAS0I	GCNAAS0J
M14836R	1	1	5	2	1	4	5	1	3	6	4	5	3	4	5	5
M14841N	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M14842P	1	1	2	4	2	3	2	3	2	3	4	5	2	3	4	5
M14843Q	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M14850P	1	1	5	2	1	4	1	2	5	3	1	2	1	4	2	2
M14851Q	1	1	5	2	1	4	5	1	3	4	1	4	4	4	2	5
M14852R	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M14854T	1	1	5	2	1	4	5	1	3	4	3	5	2	4	1	5
M14856V	1	1	5	2	1	4	5	1	3	4	1	6	5	6	6	6
M14859Y	1	1	5	2	3	4	5	1	3	4	1	5	3	2	4	2
M14862T	1	1	5	2	1	4	5	4	4	2	5	3	2	6	4	6
M14863U	1	1	5	2	1	4	5	1	3	1	4	1	4	5	5	2
M14865W	1	1	5	2	1	4	5	2	4	3	4	3	4	2	4	5
M14866X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	5
M14870T	1	1	5	2	1	4	5	5	3	4	1	5	4	5	2	2
M14873W	1	1	5	2	1	4	5	4	3	4	1	5	4	4	6	6
M14874X	1	1	5	2	1	4	5	1	3	1	6	5	6	6	6	6
M14875Y	1	1	5	2	1	4	1	1	3	4	1	5	4	4	2	5
M14876Z	1	1	5	2	1	4	5	3	4	3	1	6	6	4	2	6
M14883Y	2	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M14883Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M14887C	1	1	5	2	1	3	5	1	3	4	6	6	6	6	6	6
M14890X	1	1	5	2	1	4	5	1	3	4	1	5	4	1	5	3
M14891Y	1	1	5	2	4	4	2	3	3	2	1	2	2	5	5	3
M14892Z	1	1	5	2	1	4	5	6	4	6	1	6	6	6	6	5
M14893A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M14894B	1	1	5	2	1	4	5	1	3	4	4	5	4	4	3	2
M14895C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M14897E	1	1	5	2	1	4	5	1	3	4	3	5	4	3	4	3
M14899G	1	1	6	6	6	6	5	1	3	4	1	5	4	4	2	2
M14905M	1	1	5	2	1	3	5	4	4	3	5	3	4	2	5	4
M14906N	1	1	5	2	1	4	4	1	3	4	1	5	4	4	2	5
M14908Q	1	1	5	2	1	4	5	1	3	4	1	3	4	2	5	4
M14911K	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M14916Q	1	1	5	2	1	4	5	1	3	4	1	5	5	4	5	1
M14917R	1	1	5	1	4	2	5	5	4	2	5	3	5	3	5	4
M14920L	2	1	5	2	1	4	5	1	6	4	6	6	6	6	6	6
M14920L	1	1	5	2	1	5	5	1	3	4	2	5	4	3	1	5
M14927T	1	1	6	2	1	3	5	3	5	4	2	3	3	2	3	2
M14929V	1	1	5	2	1	4	5	1	3	4	2	5	4	4	1	6
M14931P	1	1	5	2	1	4	5	1	3	4	4	4	5	3	2	5
M14934S	1	1	5	2	1	4	5	3	3	4	3	5	4	2	2	3
M14939X	1	1	5	2	1	4	5	1	3	6	6	6	6	6	6	6
M14943T	1	1	5	2	1	4	5	1	3	3	1	5	4	4	6	6
M14947X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M14948Y	1	1	5	2	1	4	5	3	3	4	5	5	3	3	4	5
M14949Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M14954W	1	1	5	2	1	4	5	3	3	4	1	5	4	4	2	5
M14955X	1	1	5	2	1	4	5	2	2	5	3	5	4	4	6	6
M14958A	1	1	5	2	1	4	5	1	4	4	1	4	4	4	5	2
M14959B	1	1	5	2	1	4	5	1	3	4	1	5	4	4	4	6
M14961V	1	1	5	2	1	4	3	2	5	3	5	1	6	6	6	6
M14961V	2	1	5	2	1	4	5	1	3	2	1	2	3	4	6	5
M14964Y	1	1	5	2	1	5	5	4	3	3	1	6	4	4	5	4
M14966A	1	1	5	2	1	4	5	3	4	2	4	2	3	2	4	3
M14969D	1	1	5	2	1	4	5	1	5	4	6	5	6	6	6	6
M14970W	1	1	5	2	1	4	5	2	4	4	3	2	5	2	5	4
M14971X	1	1	5	2	1	3	3	3	5	1	4	5	4	3	4	2
M14972Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M14975B	1	1	5	2	6	4	2	4	3	4	2	4	2	4	3	3
M14990A	1	1	5	2	1	4	5	2	3	4	2	5	5	3	1	4
M14997H	1	1	5	2	1	4	5	6	3	6	6	6	6	6	6	6
M15000H	1	1	5	2	1	5	5	1	6	6	6	5	6	6	6	6
M15001J	1	1	5	2	1	4	5	1	3	4	3	5	3	2	3	4
M15003L	1	1	6	2	1	4	5	1	3	4	1	5	4	2	5	3
M15004M	1	1	5	2	1	1	5	1	5	5	1	5	6	6	6	6
M15005N	1	1	5	2	1	4	5	4	4	6	6	5	6	6	5	2
M15007Q	1	1	5	2	1	4	6	1	3	6	1	5	4	4	6	6
M15008R	1	1	5	2	1	4	5	1	3	2	6	5	4	3	2	4
M15012M	1	1	5	2	1	4	5	6	5	4	1	6	6	6	6	6
M15015Q	1	1	5	2	1	4	5	1	3	3	3	5	4	3	2	4
M15016R	1	1	5	2	1	4	5	1	3	2	1	5	4	3	2	4
M15017S	1	1	5	2	1	4	5	1	3	4	1	5	6	4	5	6
M15018T	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	5
M15019U	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M15020M	1	1	5	2	1	4	5	6	3	6	1	4	4	6	1	6
M15021N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15022P	1	1	5	2	1	4	5	1	3	4	2	3	6	4	3	4
M15023Q	1	1	5	2	1	4	5	1	3	4	1	5	4	2	2	6
M15024R	1	1	5	2	1	4	5	1	3	4	1	2	6	4	6	6
M15025S	1	1	5	2	1	4	5	1	4	2	5	5	4	5	3	4
M15026T	1	1	5	2	1	4	5	1	3	2	1	5	2	1	4	3
M15027U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M15031Q	1	1	5	2	1	4	5	1	5	6	5	5	4	3	3	3
M15033S	1	1	5	2	1	4	5	6	4	4	6	6	6	6	6	6
M15034T	1	1	5	2	1	4	5	1	3	4	4	2	4	5	5	2
M15035U	1	1	5	2	1	3	5	1	3	6	1	6	6	6	5	6
M15047Y	1	1	5	2	1	4	4	3	5	4	3	4	5	3	4	1
M15049A	1	1	5	2	1	3	5	1	3	4	1	5	4	6	5	6
M15054X	1	1	5	2	1	4	3	1	3	4	2	2	5	3	4	6
M15056Z	1	1	5	2	1	4	5	3	5	2	4	2	4	2	3	2
M15057A	1	1	5	2	1	4	5	3	3	1	4	3	5	3	4	3
M15058B	1	1	5	2	1	4	5	1	2	1	3	2	4	6	3	5
M15064Z	1	1	5	2	2	6	3	4	1	3	2	3	5	2	1	4
M15066B	1	1	5	2	1	6	5	1	3	5	1	5	4	4	2	5
M15067C	1	1	5	2	1	4	5	2	3	3	3	4	4	4	4	5
M15071Y	1	1	5	2	1	4	4	1	3	4	1	4	4	4	6	6
M15072Z	1	1	3	1	3	2	3	3	2	4	1	3	6	4	2	4
M15086F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M15091C	1	1	5	2	1	4	1	2	4	2	4	2	3	3	2	2
M15097J	1	1	5	2	5	6	5	1	1	1	4	2	2	5	1	2
M15098K	1	1	5	2	1	4	5	6	3	4	6	5	3	2	6	6
M15100L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15101M	1	1	5	2	1	4	5	1	6	6	1	5	4	6	2	6
M15102N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15103P	1	1	4	3	4	4	5	1	3	4	2	5	2	2	4	1
M15106S	1	1	5	2	1	3	5	1	4	4	1	5	6	6	6	6
M15110N	1	1	5	2	1	2	4	2	5	3	4	2	3	4	4	3
M15111P	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M15113R	1	1	5	2	1	3	5	1	1	4	1	5	2	3	5	1
M15116U	1	1	5	2	1	4	5	1	3	4	1	5	5	2	5	4
M15118W	1	1	5	2	2	3	4	5	3	1	3	3	2	3	2	4
M15122S	1	1	5	2	1	4	5	1	2	6	6	6	6	6	6	6
M15128Y	1	1	5	2	1	4	5	1	3	4	1	2	4	4	3	5
M15133V	1	1	5	2	1	4	5	1	3	2	4	5	2	4	3	5
M15136Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M15139B	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M15144Y	1	1	6	2	1	4	5	3	3	4	1	5	3	4	4	3
M15150W	1	1	5	2	1	4	5	6	3	3	1	5	4	4	6	6
M15154A	1	1	5	2	1	4	1	1	3	3	1	5	5	5	4	3
M15155B	1	1	5	2	2	1	6	6	6	6	6	6	6	6	6	6
M15156C	1	1	5	2	1	3	5	1	5	4	6	5	4	6	6	6
M15163B	1	1	5	2	1	4	5	1	3	4	3	5	4	3	2	2
M15165D	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M15166E	1	1	5	2	1	4	5	1	3	2	1	3	5	2	5	3
M15167F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15171B	1	1	5	2	1	4	5	1	3	4	1	5	6	4	5	5
M15172C	1	1	5	2	1	4	5	1	3	5	4	5	4	4	6	6
M15175F	1	1	5	2	1	4	5	1	3	4	2	5	6	6	6	6
M15176G	1	1	5	2	1	4	4	1	3	4	1	4	2	4	2	6
M15178J	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	3
M15179K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M15184G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M15190E	1	1	5	2	1	4	5	1	3	5	1	5	6	6	6	6
M15191F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15192G	1	1	5	2	1	4	1	5	2	2	4	1	3	2	3	2
M15193H	1	1	5	2	1	4	5	1	3	4	1	5	4	4	4	4
M15194J	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15196L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M15199P	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15202R	1	1	5	2	1	6	5	1	3	4	1	2	4	6	6	6
M15204T	1	1	5	2	1	6	5	6	6	6	5	3	6	6	6	6
M15205U	1	1	5	2	1	3	5	4	3	4	3	5	3	1	4	6
M15217Y	1	1	5	2	1	4	5	1	3	4	1	6	4	6	2	6
M15218Z	1	1	5	2	1	5	5	1	3	4	1	5	4	4	2	5
M15224X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M15228B	1	1	5	2	1	4	5	4	3	1	3	6	6	6	6	6
M15231W	1	1	5	1	1	6	1	2	4	1	5	3	1	2	4	5
M15236B	1	1	5	2	1	6	5	2	6	4	6	6	6	6	6	6
M15242Z	1	1	5	2	1	4	5	3	3	5	2	5	4	5	6	6
M15244B	1	1	5	2	1	4	5	1	5	4	6	6	6	6	6	6
M15247E	1	1	5	2	1	4	5	1	3	4	1	5	4	5	3	3
M15252B	1	1	5	2	1	4	6	6	3	3	6	3	4	4	6	2
M15256F	1	1	5	2	1	4	1	1	3	4	3	5	4	4	2	5
M15257G	1	1	5	2	1	4	5	2	3	4	3	5	5	4	4	6
M15261C	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M15262D	1	1	5	2	1	4	6	1	3	3	1	5	4	6	6	6
M15265G	1	1	5	2	1	3	5	1	3	6	1	6	3	2	5	3
M15269L	1	1	5	2	1	4	5	1	3	4	1	5	6	6	2	6
M15270D	1	1	6	2	1	3	5	1	3	4	4	3	2	6	6	6
M15271E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15279N	1	1	5	2	1	4	5	1	3	3	1	5	5	6	6	6
M15281G	1	1	5	2	1	4	5	3	3	4	3	5	4	2	3	2
M15283J	1	1	5	2	1	4	5	1	3	5	1	5	6	6	6	6
M15286M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M15299S	1	1	5	2	1	4	5	4	4	4	2	5	3	4	5	2
M15300S	1	1	5	2	1	4	5	1	3	4	2	5	5	3	4	4
M15301T	1	1	5	2	1	4	5	1	3	5	1	5	4	4	3	5
M15306Y	1	1	5	2	1	4	5	1	3	2	1	2	5	3	5	5
M15309B	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15314Y	1	1	5	2	3	4	5	1	3	4	4	5	4	4	3	5
M15317B	1	1	5	2	1	4	5	1	3	4	1	4	4	4	2	6
M15318C	1	1	5	2	2	3	5	1	5	3	3	4	5	1	6	6
M15325B	1	1	5	2	1	4	5	1	3	2	4	2	6	3	6	6
M15326C	1	1	5	2	3	4	2	5	2	3	4	2	3	2	2	3
M15329F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15330Y	1	1	5	2	1	4	5	1	3	4	1	6	6	6	5	6
M15331Z	1	1	5	2	1	4	5	1	3	5	1	5	5	6	4	4
M15332A	1	1	5	2	1	4	5	1	3	1	4	5	4	2	5	2
M15334C	1	1	5	2	1	4	2	1	4	4	2	4	4	4	2	5
M15335D	1	1	5	2	1	4	1	3	5	1	3	3	4	1	3	2
M15336E	1	1	5	2	1	4	5	1	3	4	1	5	4	3	5	2
M15340A	1	1	5	2	1	4	6	1	3	4	6	5	6	6	6	6
M15341B	1	1	5	2	1	4	5	2	5	1	2	1	1	4	3	4
M15342C	1	1	5	2	1	4	5	1	3	4	2	5	4	3	2	4
M15348J	1	1	5	2	4	4	3	3	3	5	4	3	4	2	1	4
M15353F	1	1	5	2	3	4	5	2	3	4	4	5	4	5	4	5
M15354G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	5
M15358L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M15359M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M15366L	1	1	5	3	2	1	1	4	5	1	4	1	2	4	3	2
M15368N	1	1	5	2	1	4	3	1	3	4	1	5	4	4	6	6
M15370G	1	1	5	6	1	4	5	1	3	4	1	5	5	4	2	4
M15371H	1	1	5	2	2	5	5	4	5	1	5	2	4	4	3	2
M15372J	1	1	5	2	1	3	5	6	3	4	1	5	6	6	6	6
M15375M	1	1	5	2	1	4	5	4	5	3	5	2	5	2	4	2
M15381K	1	1	5	2	1	4	3	1	5	2	3	5	4	4	4	5
M15384N	1	1	5	2	1	4	5	4	3	4	3	5	3	2	4	3
M15392N	1	1	5	2	1	4	5	2	3	4	6	6	3	6	6	2
M15393P	1	1	5	2	1	4	3	4	2	4	3	1	4	5	2	3
M15395R	1	1	5	5	1	3	5	3	5	1	2	1	2	4	3	4
M15396S	1	1	5	2	1	4	5	1	3	3	1	6	6	6	6	6
M15398U	1	1	5	2	1	4	5	1	3	6	6	6	6	6	6	6
M15400V	1	1	5	2	1	4	5	2	5	3	4	4	3	4	3	4
M15402X	1	1	5	2	1	3	5	2	3	2	4	3	3	2	4	3
M15404Z	1	1	5	2	1	4	5	1	1	4	3	2	4	4	6	6
M15406B	1	1	5	2	1	4	3	2	3	1	5	1	2	4	1	2
M15409E	1	1	5	2	1	5	5	3	4	3	4	4	5	2	3	4
M15413A	1	1	5	2	1	4	5	1	3	4	1	4	4	3	2	4
M15414B	1	1	5	2	1	5	5	1	3	2	3	5	4	3	5	5
M15415C	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M15419G	1	1	5	2	1	6	1	3	4	3	4	1	3	2	5	4
M15423C	1	1	5	2	1	4	5	1	2	4	6	6	6	6	6	6
M15424D	1	1	5	2	1	4	1	1	3	4	1	2	4	4	2	5
M15425E	1	1	5	2	5	3	5	5	3	5	5	3	5	6	6	6
M15434F	1	1	5	2	1	4	5	6	3	4	1	5	6	6	6	6
M15435G	1	1	5	2	1	5	5	1	3	4	3	5	4	4	2	5
M15439L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15440D	1	1	5	2	1	4	5	4	1	1	4	2	4	1	2	5
M15442F	1	1	5	2	1	4	1	1	3	4	1	5	5	3	2	5
M15445J	1	1	5	2	1	4	5	3	4	1	5	2	5	4	5	3
M15447L	1	1	5	2	1	4	5	1	3	4	1	5	3	2	5	4
M15456M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	6
M15458P	1	1	5	2	1	6	5	1	3	3	5	4	2	4	4	5
M15463L	1	1	6	2	1	5	3	3	2	4	5	5	4	4	3	4
M15464M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	4
M15469S	1	1	5	2	1	4	1	4	2	5	3	2	5	3	1	4
M15474P	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M15478T	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M15479U	1	1	5	2	1	4	5	1	5	4	4	4	2	3	6	6
M15481N	1	1	5	2	1	3	5	5	3	4	1	6	6	6	6	6
M15483Q	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	5
M15488V	1	1	5	2	1	4	5	2	3	5	2	4	4	4	6	6
M15499Y	1	1	5	2	5	3	5	2	4	3	4	2	3	4	5	5
M15501Z	1	1	5	2	1	4	6	1	3	5	1	5	4	2	6	6
M15502A	1	1	5	2	1	4	5	1	3	3	2	5	6	6	6	6
M15505D	1	1	5	2	1	3	5	4	3	4	1	3	5	4	4	5
M15506E	1	1	5	2	1	4	4	1	3	4	3	5	6	6	6	6
M15508G	1	1	5	1	1	4	5	1	3	4	1	2	6	6	6	6
M15509H	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M15509H	2	1	5	2	1	4	5	1	4	6	1	6	6	6	6	6
M15512C	1	1	5	2	1	4	5	1	3	6	1	6	6	3	6	6
M15515F	1	1	5	2	1	4	5	1	3	4	2	5	4	4	2	5
M15517H	1	1	5	2	1	4	5	1	2	4	1	5	4	4	2	5
M15519K	1	1	5	2	1	4	5	1	3	6	1	6	6	6	2	6
M15522E	1	1	5	2	1	4	5	1	3	4	3	5	3	2	6	6
M15525H	1	1	5	2	2	4	5	3	3	3	4	1	3	5	4	2
M15528L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15530E	1	1	5	2	1	3	5	1	3	4	1	5	5	3	5	2
M15532G	1	1	5	2	1	4	5	1	3	4	1	2	4	4	5	3
M15533H	1	1	5	2	1	4	5	6	5	6	1	5	6	5	5	6
M15534J	1	1	5	2	1	4	5	1	3	4	2	5	3	4	2	5
M15537M	1	1	5	2	1	4	5	1	3	4	1	5	3	3	5	3
M15538N	1	1	5	2	1	4	5	4	3	4	2	5	3	4	3	2
M15540G	1	1	5	2	1	4	5	1	3	4	5	5	4	4	2	3
M15547P	1	1	5	2	1	4	5	1	3	3	3	5	4	1	5	1
M15550J	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M15551K	1	1	5	2	1	4	5	6	3	4	6	5	4	6	6	6
M15552L	1	1	5	2	1	4	5	6	5	6	6	6	6	6	5	6
M15554N	1	1	5	2	5	4	5	4	3	1	1	2	1	2	4	3
M15559T	1	1	5	1	1	4	2	5	3	2	4	3	2	5	2	4
M15560L	1	1	5	2	1	4	5	1	3	3	1	5	3	4	1	2
M15561M	1	1	5	2	1	4	5	6	3	5	4	5	4	3	3	4
M15563P	1	1	5	2	1	4	5	1	3	6	6	6	6	6	6	6
M15564Q	1	1	5	2	1	4	5	2	3	5	5	3	5	2	6	6
M15567T	1	1	5	2	1	4	5	6	3	4	6	5	6	6	6	6
M15568U	1	1	5	2	1	4	5	6	6	6	6	5	6	6	5	6
M15570N	1	1	5	1	1	4	6	3	3	2	4	6	6	6	6	6
M15575T	1	1	5	2	1	4	5	3	5	4	4	5	4	2	2	3
M15577V	1	1	5	2	1	4	5	1	3	4	1	2	4	4	2	5
M15579X	1	1	5	1	1	4	5	6	4	3	3	6	6	6	6	6
M15581R	1	1	5	2	1	4	5	3	3	6	6	6	6	6	6	6
M15584U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M15585V	1	1	5	2	3	4	5	1	5	2	6	6	6	6	6	6
M15587X	1	1	5	2	1	4	5	2	3	4	1	2	4	2	5	4
M15588Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M15589Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15590S	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M15591T	1	1	5	2	1	4	5	1	3	4	1	5	4	1	2	5
M15592U	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M15597Z	1	1	5	3	4	3	5	1	3	4	1	5	4	4	6	6
M15600B	1	1	5	2	1	4	5	3	3	4	5	6	6	6	6	6
M15601C	1	1	5	2	1	4	1	1	3	2	4	5	4	4	3	4
M15604F	1	1	5	2	1	4	5	1	3	4	1	1	6	6	6	6
M15605G	1	1	5	1	1	2	4	1	3	4	2	5	6	6	6	6
M15606H	1	1	5	2	1	4	5	1	3	4	1	5	3	4	2	6
M15609L	1	1	5	2	1	4	5	1	3	4	1	5	4	2	5	4
M15614H	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M15618M	1	1	5	2	1	3	5	5	4	1	4	3	4	1	3	3
M15619N	1	1	5	2	1	3	3	2	5	1	5	3	1	1	4	3
M15621G	1	1	5	2	1	3	5	5	4	1	1	3	4	4	6	6
M15624K	1	1	5	2	1	4	1	1	3	4	3	5	4	4	2	4
M15625L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M15632K	1	1	5	2	1	4	4	2	5	5	4	3	3	5	2	2
M15633L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M15634M	1	1	5	2	1	4	6	1	3	4	1	3	6	4	4	2
M15635N	1	1	5	2	1	4	5	2	5	3	6	6	6	6	6	6
M15638R	1	1	5	2	1	4	1	1	3	4	1	4	4	5	4	2
M15642M	1	1	5	2	1	1	5	3	3	4	1	2	3	2	3	2
M15645Q	1	1	5	1	4	4	5	1	3	4	1	5	4	4	6	6
M15646R	1	1	6	2	2	4	4	2	2	4	3	3	3	5	4	2
M15647S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15650M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M15653Q	1	1	5	2	5	4	5	1	3	6	6	6	6	6	6	6
M15655S	1	1	5	2	1	4	4	6	3	6	4	6	3	1	2	3
M15660P	1	1	5	2	1	4	5	4	5	5	3	3	2	4	6	6
M15661Q	1	1	5	2	1	4	5	1	3	4	1	2	4	2	4	5
M15665U	1	1	5	2	1	4	5	1	3	4	1	5	2	3	4	5
M15667W	1	1	5	2	5	3	5	4	3	4	3	4	3	4	3	4
M15669Y	1	1	5	2	1	3	5	5	6	6	6	6	6	4	6	6
M15671S	1	1	5	2	1	4	5	2	3	4	4	5	5	3	3	5
M15675W	1	1	5	2	1	4	5	1	3	4	3	5	4	3	3	6
M15676X	1	1	5	2	1	3	5	1	3	4	1	5	4	4	2	3
M15678Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M15679A	1	1	5	2	1	4	5	1	3	6	2	5	6	6	6	6
M15680T	1	1	5	2	1	4	5	3	3	4	1	4	6	6	6	6
M15683W	1	1	5	2	1	4	5	6	5	6	1	6	6	6	6	6
M15691W	1	1	5	2	1	4	5	1	3	4	1	5	3	2	3	3
M15695A	1	1	5	2	1	3	5	2	3	5	4	2	4	3	2	4
M15696B	1	1	5	2	1	3	5	4	5	6	3	6	6	6	6	6
M15702G	1	1	5	2	1	4	6	6	3	6	6	6	6	6	6	6
M15707M	1	1	5	2	1	4	5	3	3	4	2	5	3	2	4	1
M15711H	1	1	5	2	1	3	5	2	3	1	4	6	6	6	6	6
M15715M	1	1	5	2	1	4	2	5	4	3	4	6	6	6	6	6
M15716N	1	1	5	2	1	3	2	1	5	5	3	4	2	4	1	3
M15717P	1	1	5	2	1	4	5	1	3	4	1	5	3	2	4	4
M15722L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M15726Q	1	1	5	2	1	4	5	6	5	4	6	6	5	6	5	6
M15729T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	2
M15730L	1	1	5	2	1	3	1	5	4	2	3	1	2	5	3	4
M15739V	1	1	5	2	1	4	6	6	4	4	6	6	6	6	6	6
M15740N	1	1	5	2	1	4	5	1	3	4	1	5	4	6	5	6
M15742Q	1	1	5	2	1	4	5	1	3	4	2	4	4	6	6	6
M15745T	1	1	5	2	1	3	5	1	3	4	6	5	6	6	6	6
M15747V	1	1	5	2	3	4	5	1	4	4	3	5	4	6	6	6
M15748W	1	1	5	2	1	4	1	1	3	4	1	3	3	2	1	2
M15750Q	1	1	6	2	1	4	5	1	3	2	1	2	3	6	6	6
M15751R	1	1	5	2	1	4	5	1	3	3	1	4	6	6	6	6
M15756W	1	1	5	2	1	3	5	1	3	4	4	5	4	4	4	3
M15758Y	1	1	5	2	1	4	5	3	3	3	1	6	6	6	6	6
M15760S	1	1	5	2	1	4	4	1	4	6	6	6	6	6	6	6
M15764W	1	1	5	2	1	4	5	1	3	4	1	5	3	4	2	4
M15765X	1	1	5	2	1	4	1	2	3	4	2	5	4	3	3	5
M15766Y	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M15767Z	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M15768A	1	1	5	2	1	4	5	1	4	4	1	5	4	4	4	2
M15769B	1	1	5	2	1	4	5	1	3	4	1	5	4	3	6	6
M15771V	1	1	5	2	1	4	5	1	3	6	3	5	2	3	2	3
M15776A	1	1	5	2	1	5	1	4	4	3	3	5	3	4	4	3
M15779D	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M15782Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15786C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	5
M15789F	1	1	6	2	1	4	5	2	3	4	1	5	4	4	2	5
M15790Y	1	1	5	2	1	4	5	1	3	4	1	3	4	3	4	2
M15796E	1	1	5	2	1	4	5	1	3	4	6	5	2	6	4	2
M15802K	1	1	5	2	1	4	5	1	3	4	1	5	5	4	4	6
M15803L	1	1	5	2	1	4	5	4	5	1	5	5	2	6	6	6
M15805N	1	1	5	2	1	4	5	4	3	4	1	4	4	2	2	3
M15806P	1	1	5	2	3	3	5	2	5	3	4	5	4	3	6	4
M15812M	1	1	5	2	1	2	5	3	3	3	2	3	2	4	3	3
M15813N	1	1	5	2	1	4	5	1	3	4	1	4	4	4	3	3
M15816R	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15818T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15819U	1	1	5	2	2	3	3	1	3	4	4	5	4	3	4	3
M15825S	1	1	5	2	4	4	6	6	3	6	6	6	6	6	6	6
M15826T	1	1	5	2	1	3	5	1	6	4	1	5	6	4	2	6
M15828V	1	1	5	2	1	4	2	1	3	4	5	5	2	4	6	6
M15829W	1	1	5	2	1	4	5	1	5	4	1	6	3	6	6	2
M15832R	1	1	5	2	1	4	5	1	3	5	2	5	2	4	2	3
M15837W	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M15838X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M15840R	1	1	5	2	1	4	5	1	3	4	1	4	2	4	1	5
M15841S	1	1	5	2	1	4	5	2	3	5	1	5	4	4	5	5
