MCSID	GCNUM00	GCCHIC100	GCNAEX00	GCNAEG1	GCNAEG2	GCNAEG3	GCNAAS0A	GCNAAS0B	GCNAAS0C	GCNAAS0D	GCNAAS0E	GCNAAS0F	GCNAAS0G	GCNAAS0H	GCNAAS0I	GCNAAS0J
M29927U	1	1	5	2	1	4	5	1	3	4	1	5	3	4	6	6
M29934T	1	1	5	2	1	3	3	1	2	5	4	3	6	6	6	6
M29937W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M29938X	1	1	5	2	1	4	5	2	3	4	1	5	6	3	1	2
M29940R	1	1	5	2	1	4	5	1	3	4	4	5	2	4	2	2
M29942T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M29944V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M29948Z	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	5
M29950T	1	1	5	2	1	3	5	2	4	4	4	5	2	4	2	3
M29954X	1	1	5	2	1	4	5	4	4	1	3	5	3	1	3	5
M29956Z	1	1	5	2	1	4	5	1	4	6	6	6	3	6	5	6
M29957A	1	1	5	2	1	3	5	4	5	4	5	3	5	5	2	3
M29958B	1	1	6	2	1	4	5	6	3	4	6	6	4	5	6	6
M29964Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	4
M29966B	1	1	5	2	1	4	1	2	4	1	5	2	3	4	1	2
M29972Z	1	1	5	2	1	4	5	1	5	4	1	2	4	4	3	4
M29973A	1	1	5	2	1	4	5	1	3	4	1	5	4	3	5	5
M29974B	1	1	5	2	1	4	5	1	3	4	6	5	6	2	6	6
M29977E	1	1	5	2	1	4	5	1	3	4	1	5	4	3	4	6
M29978F	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	4
M29979G	1	1	5	2	1	4	5	1	3	3	1	5	4	4	3	4
M29980Z	1	1	5	2	1	6	5	1	3	4	1	5	4	3	2	5
M29981A	1	1	5	2	1	4	5	2	3	4	4	5	1	2	4	1
M29982B	1	1	5	2	1	4	5	1	3	4	1	5	6	4	6	6
M29985E	1	1	5	2	1	4	5	1	3	4	1	3	6	4	5	6
M29987G	1	1	5	2	3	5	5	1	3	4	1	5	3	3	2	1
M29988H	1	1	2	2	3	2	2	4	1	3	4	3	4	3	4	1
M29989J	1	1	5	2	1	4	3	5	4	3	4	3	5	3	2	5
M29990B	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M29991C	1	1	5	2	5	4	5	2	5	3	4	3	4	5	3	5
M29993E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M29994F	1	1	5	2	1	4	3	2	3	3	4	6	6	6	4	6
M29995G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M29998K	1	1	5	2	1	4	5	3	5	5	3	2	5	3	4	2
M30003A	1	1	5	2	1	4	5	1	3	4	1	5	6	6	4	6
M30005C	1	1	5	2	1	4	5	4	3	1	3	4	5	6	4	6
M30006D	1	1	5	2	1	6	5	1	3	6	4	5	4	6	6	6
M30008F	1	1	5	1	5	4	5	3	1	5	4	5	4	3	3	1
M30010Z	1	1	5	2	1	3	5	4	3	3	4	5	4	5	3	2
M30011A	1	1	5	2	1	4	5	1	3	4	6	5	4	4	5	6
M30015E	1	1	5	2	1	4	5	1	3	4	2	5	5	1	5	1
M30018H	1	1	5	2	1	4	5	6	3	4	1	5	6	6	6	6
M30023E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M30024F	1	1	5	2	1	4	2	4	2	5	5	3	3	4	1	3
M30025G	1	1	5	2	1	4	5	2	3	6	5	3	4	5	2	5
M30026H	1	1	5	2	1	4	6	1	3	6	6	6	6	6	6	6
M30027J	1	1	5	2	1	4	5	1	3	5	1	2	2	4	6	5
M30028K	1	1	5	2	1	4	5	1	3	4	1	5	4	3	4	2
M30031E	1	1	5	2	1	4	5	1	3	4	1	5	2	4	5	5
M30037L	1	1	5	2	1	4	5	1	3	5	1	5	6	6	6	6
M30038M	1	1	5	2	1	4	5	1	3	4	2	6	2	4	2	3
M30041G	1	1	5	2	1	4	5	1	3	4	1	5	4	6	5	2
M30044K	1	1	5	2	1	4	6	6	6	6	6	6	6	6	6	6
M30045L	1	1	5	2	1	5	5	4	5	2	2	2	3	2	1	4
M30049Q	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30054M	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M30055N	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M30057Q	1	1	5	2	1	4	5	1	3	4	4	6	6	6	4	4
M30059S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M30063N	1	1	5	2	1	4	5	1	5	4	1	5	4	4	6	5
M30065Q	1	1	5	2	1	4	5	1	3	4	3	4	3	2	5	2
M30069U	1	1	5	2	1	3	5	1	3	4	6	6	6	6	6	6
M30071N	1	1	5	2	1	4	5	1	3	4	1	4	4	4	2	6
M30073Q	1	1	5	2	1	4	1	1	3	4	1	5	4	4	6	6
M30075S	1	1	5	2	1	2	4	4	3	4	3	2	5	4	5	3
M30076T	1	1	5	2	1	4	5	1	3	4	2	2	3	2	3	5
M30085U	1	1	5	2	1	4	5	1	3	4	3	3	6	6	6	6
M30089Y	1	1	5	2	1	4	5	3	4	1	3	4	2	3	3	2
M30094V	1	1	5	2	1	4	5	3	3	4	1	5	3	2	5	5
M30099A	1	1	5	2	1	3	5	1	5	4	2	2	4	4	3	4
M30106G	1	1	5	2	1	4	5	1	3	4	1	5	4	2	4	5
M30107H	1	1	5	2	1	3	5	4	2	4	4	3	3	2	4	2
M30112E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30114G	1	1	5	2	1	4	1	1	5	4	1	5	2	3	5	4
M30115H	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M30116J	1	1	5	2	1	4	5	1	3	4	1	5	5	3	5	3
M30117K	1	1	6	6	6	6	5	4	3	4	3	3	3	3	3	3
M30125K	1	1	5	2	1	3	1	4	3	4	3	4	3	4	2	4
M30126L	1	1	5	2	1	4	4	1	2	4	2	1	4	2	4	2
M30128N	1	1	5	2	1	4	5	3	5	3	4	5	3	5	4	3
M30131H	1	1	5	2	1	4	5	2	3	4	1	5	3	2	2	3
M30134L	1	1	5	2	1	4	5	1	3	5	1	4	1	4	3	5
M30135M	1	1	6	2	1	4	5	1	2	3	1	5	6	4	5	5
M30137P	1	1	5	2	1	4	5	2	3	5	1	5	6	6	6	6
M30139R	1	1	5	2	1	4	5	2	5	2	4	3	2	5	2	4
M30140J	1	1	5	2	1	4	5	6	5	6	6	6	6	6	6	6
M30143M	1	1	5	2	1	5	5	1	3	4	1	5	4	2	5	3
M30149T	1	1	5	1	1	3	5	1	3	4	1	5	3	5	4	2
M30150L	1	1	5	2	1	4	5	1	3	4	1	6	3	4	6	6
M30151M	1	1	5	2	1	4	5	1	3	4	1	5	4	6	5	6
M30154Q	1	1	5	2	1	4	5	1	1	4	1	5	4	4	2	6
M30158U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M30163R	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30165T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	5
M30166U	1	1	5	2	1	4	5	1	3	3	1	5	4	4	3	4
M30167V	1	1	5	2	1	4	2	2	3	1	3	2	1	1	2	3
M30168W	1	1	2	2	1	5	5	4	3	4	2	6	6	6	6	6
M30169X	1	1	5	1	1	3	5	6	3	4	1	5	4	6	6	6
M30170Q	1	1	5	2	1	4	5	1	3	2	1	5	1	5	3	2
M30171R	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30175V	1	1	5	2	1	4	5	1	3	5	1	5	4	4	2	5
M30176W	1	1	5	2	2	2	5	4	3	3	1	1	4	5	2	2
M30177X	1	1	5	2	1	3	5	2	3	4	1	5	4	4	5	3
M30178Y	1	1	5	2	1	4	5	1	3	4	1	5	4	2	4	3
M30181T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M30184W	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M30187Z	1	1	5	2	1	4	5	1	3	4	3	5	4	4	4	5
M30189B	1	1	6	3	1	4	5	3	3	4	1	5	4	4	5	5
M30190U	1	1	5	2	1	4	5	3	3	4	1	2	6	6	6	6
M30195Z	1	1	5	2	1	4	5	1	3	4	1	5	2	3	2	5
M30198C	1	1	5	2	1	4	5	1	4	4	3	2	6	6	6	6
M30199D	1	1	5	2	1	4	5	1	3	4	3	3	4	2	3	5
M30201E	1	1	5	2	3	6	3	5	5	4	4	4	1	3	5	2
M30204H	1	1	5	2	1	4	5	2	3	4	3	4	4	5	4	5
M30205J	1	1	5	2	5	3	5	1	5	1	4	2	4	3	4	4
M30211G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M30212H	1	1	5	2	1	3	5	1	3	4	6	6	6	6	6	6
M30214K	1	1	5	2	1	4	5	5	3	1	2	3	1	4	4	4
M30219Q	1	1	5	2	1	4	5	1	3	4	1	2	5	4	2	3
M30222K	1	1	5	2	1	4	3	4	4	2	4	2	1	4	3	2
M30226P	1	1	5	2	1	4	3	2	2	3	5	1	3	4	2	2
M30227Q	1	1	5	2	1	5	5	1	3	6	6	6	6	6	6	6
M30229S	1	1	5	2	1	4	4	4	5	3	2	3	5	5	2	2
M30230K	1	1	5	2	1	4	5	1	4	1	1	3	6	6	6	3
M30235Q	1	1	5	2	1	4	5	1	3	2	4	3	2	3	4	5
M30237S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30239U	1	1	5	5	5	4	4	3	2	2	1	2	3	3	3	1
M30240M	1	1	5	2	5	4	2	4	5	2	5	5	4	3	4	3
M30248V	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M30249W	1	1	5	2	1	4	2	3	3	2	4	2	5	1	3	5
M30251Q	1	1	5	2	1	4	5	4	5	3	2	2	3	1	3	3
M30254T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30255U	1	1	5	2	1	5	5	2	3	2	4	5	4	2	3	3
M30258X	1	1	5	2	1	4	5	3	4	5	3	3	4	3	3	2
M30263U	1	1	5	2	2	4	5	1	3	3	4	5	4	2	3	2
M30267Y	1	1	5	2	4	4	3	2	4	2	4	2	1	3	5	3
M30269A	1	1	5	2	1	4	5	3	2	3	4	1	3	2	5	3
M30273W	1	1	5	2	1	4	5	3	2	4	2	5	2	2	4	3
M30274X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30279C	1	1	5	2	1	5	5	3	5	2	2	3	3	3	5	6
M30280V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30284Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M30285A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M30289E	1	1	5	2	1	4	5	3	3	6	1	5	4	4	6	6
M30290X	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M30291Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M30292Z	1	1	5	2	1	4	5	1	3	4	5	5	4	1	5	5
M30294B	1	1	5	2	1	4	5	1	5	4	1	5	4	4	3	2
M30295C	1	1	5	2	1	4	5	1	3	4	3	5	4	3	5	3
M30296D	1	1	5	2	1	4	5	1	3	4	1	5	4	1	2	6
M30297E	1	1	5	2	1	4	5	1	3	4	1	5	3	1	5	5
M30304L	1	1	5	2	1	4	5	1	3	4	1	5	4	3	3	6
M30305M	1	1	5	2	5	3	1	5	5	6	3	6	6	6	6	6
M30306N	1	1	5	2	1	4	5	3	3	4	1	5	5	4	4	6
M30310J	1	1	5	2	1	4	5	6	4	6	5	6	6	6	4	6
M30314N	1	1	5	2	1	4	5	1	5	4	1	2	4	4	5	5
M30316Q	1	1	5	2	1	4	3	1	3	4	3	2	2	4	2	5
M30319T	1	1	5	2	1	4	5	1	3	4	6	5	4	6	6	6
M30320L	1	1	5	2	1	4	1	4	3	5	2	1	3	1	2	5
M30321M	1	1	5	2	1	4	2	4	3	5	3	5	4	4	2	2
M30322N	1	1	5	2	1	4	5	1	3	4	6	5	4	4	2	5
M30324Q	1	1	5	2	1	4	5	1	3	4	1	5	2	3	2	3
M30326S	1	1	5	2	1	4	5	1	3	4	5	3	4	6	6	6
M30329V	1	1	5	2	3	4	4	4	1	4	5	4	5	2	5	1
M30332Q	1	1	5	2	1	4	5	2	3	4	1	5	5	2	5	2
M30338W	1	1	5	2	6	4	5	1	3	5	3	3	4	3	4	3
M30342S	1	1	5	2	1	3	5	1	6	3	2	5	3	2	4	3
M30344U	1	1	5	2	1	4	5	6	2	6	4	1	2	4	6	6
M30346W	1	1	5	2	1	3	5	2	4	1	3	5	4	4	6	6
M30348Y	1	1	5	2	1	6	2	4	3	1	5	2	3	1	4	3
M30350S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	2
M30353V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30354W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30356Y	1	1	5	2	1	4	5	1	3	4	1	5	3	4	5	3
M30361V	1	1	5	2	1	4	5	3	3	5	1	4	4	4	2	5
M30363X	1	1	5	1	1	4	5	1	3	5	4	5	4	4	2	4
M30365Z	1	1	5	2	1	4	4	3	3	4	5	5	4	2	2	3
M30366A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30367B	1	1	5	2	1	3	5	1	5	4	6	6	6	6	6	6
M30368C	1	1	5	2	1	4	5	1	3	4	1	5	5	2	2	4
M30371X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	1	3
M30377D	1	1	5	2	1	4	5	1	3	2	2	3	2	4	2	3
M30378E	1	1	5	2	1	4	5	1	3	4	1	3	4	4	5	3
M30380Y	1	1	5	2	1	4	5	3	4	4	3	5	5	4	3	4
M30391B	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30392C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	1
M30394E	1	1	5	2	1	4	5	1	6	4	1	5	4	4	2	6
M30395F	1	1	5	2	1	3	5	1	3	5	1	5	2	6	6	6
M30396G	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M30398J	1	1	5	2	1	4	5	6	3	6	1	5	6	2	6	6
M30401L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M30402M	1	1	5	2	2	5	5	5	5	2	6	6	6	6	6	6
M30403N	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M30404P	1	1	5	2	1	4	5	1	3	4	4	2	3	2	3	4
M30407S	1	1	5	2	1	4	5	1	3	1	3	5	4	3	3	5
M30408T	1	1	5	2	1	4	5	2	5	5	4	2	4	3	3	3
M30410M	1	1	5	2	1	4	5	1	5	4	1	5	5	2	5	6
M30417U	1	1	5	2	1	3	5	3	3	1	5	2	4	3	2	6
M30419W	1	1	5	2	1	5	4	2	4	1	4	5	5	3	3	3
M30421Q	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M30423S	1	1	5	2	1	4	5	2	5	1	4	2	3	6	6	6
M30431S	1	1	5	2	2	3	5	4	2	4	5	3	2	4	4	3
M30433U	1	1	6	6	6	5	5	1	3	5	2	5	4	2	3	1
M30434V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	5
M30435W	1	1	5	1	2	3	1	5	4	1	6	1	1	5	1	2
M30440T	1	1	5	2	1	4	5	3	3	4	5	2	2	3	5	5
M30441U	1	1	5	2	1	4	5	6	2	6	6	6	6	4	5	6
M30443W	1	1	5	2	1	4	5	1	3	4	1	3	4	2	6	3
M30449C	1	1	5	2	1	4	5	1	3	4	1	5	6	6	5	6
M30450V	1	1	5	2	1	3	5	2	3	5	6	5	4	4	6	5
M30452X	1	1	5	2	1	4	2	1	3	2	3	3	1	3	5	3
M30455A	1	1	5	2	1	4	2	3	3	4	1	5	3	3	3	4
M30458D	1	1	5	2	1	4	5	1	3	4	4	6	4	6	5	6
M30460X	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M30462Z	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M30463A	1	1	5	2	1	4	4	3	3	1	4	5	2	4	2	3
M30465C	1	1	5	2	1	4	5	1	3	4	6	6	4	6	4	6
M30466D	1	1	5	2	1	4	5	1	5	2	4	2	3	2	2	5
M30468F	1	1	5	2	1	4	5	2	3	4	6	5	4	6	6	6
M30469G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M30476F	1	1	5	2	1	4	5	4	3	2	3	5	6	6	6	6
M30477G	1	1	5	2	1	4	1	1	3	4	1	3	4	6	6	6
M30488K	1	1	5	2	1	4	5	4	3	3	1	6	6	6	6	6
M30490D	1	1	5	2	1	4	2	1	3	4	1	2	5	1	3	2
M30493G	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M30494H	1	1	5	2	2	4	1	4	3	3	5	5	4	1	2	2
M30495J	1	1	5	2	1	2	5	3	1	3	2	4	1	4	2	5
M30500N	1	1	5	2	1	4	5	4	3	4	1	2	3	3	2	4
M30502Q	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	5
M30504S	1	1	5	2	1	4	5	5	3	4	5	5	3	4	2	3
M30511R	1	1	5	2	1	4	5	1	3	4	3	5	4	4	2	2
M30515V	1	1	5	2	1	3	5	1	3	5	4	5	4	2	6	6
M30516W	1	1	5	2	1	4	5	1	3	4	1	5	5	4	2	5
M30518Y	1	1	5	2	1	4	2	2	3	4	1	5	2	4	2	3
M30521T	1	1	5	2	3	6	5	1	3	4	1	5	6	6	6	6
M30523V	1	1	5	2	1	1	5	1	2	5	2	5	5	3	4	3
M30524W	1	1	5	2	3	6	5	5	4	5	5	5	3	4	3	3
M30525X	1	1	5	3	1	4	5	3	2	3	1	4	2	4	3	5
M30527Z	1	1	5	2	1	4	3	2	4	1	4	5	4	1	3	6
M30531V	1	1	5	2	1	4	5	1	3	3	5	5	5	4	5	3
M30532W	2	1	5	2	1	4	5	3	3	2	4	1	3	3	4	2
M30532W	1	1	5	1	1	4	1	1	4	1	4	2	4	5	2	2
M30540W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30541X	1	1	5	2	2	5	5	3	5	3	4	1	3	6	2	2
M30542Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	6
M30543Z	1	1	5	2	1	4	1	1	3	4	1	5	3	3	4	3
M30546C	1	1	5	2	1	4	5	1	3	4	6	1	6	4	5	6
M30551Z	1	1	5	2	1	4	5	1	4	2	1	5	4	2	4	3
M30552A	1	1	5	2	1	4	5	1	3	4	1	3	6	6	6	6
M30553B	1	1	5	2	1	4	5	1	3	4	1	5	4	3	4	3
M30554C	1	1	5	2	1	6	5	1	3	4	1	5	6	6	6	6
M30557F	1	1	5	2	1	4	5	3	4	1	3	2	5	1	2	4
M30559H	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M30564E	1	1	5	2	1	4	5	1	3	4	1	2	6	4	6	6
M30565F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30568J	1	1	5	2	1	4	5	1	3	4	1	4	4	4	3	5
M30569K	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M30571D	1	1	5	2	1	3	5	1	4	6	2	3	5	5	5	6
M30575H	1	1	5	2	1	4	5	1	3	4	1	3	6	6	6	6
M30578L	1	1	5	2	1	4	2	3	5	2	4	4	5	5	3	2
M30583H	1	1	5	2	1	4	5	1	3	4	1	5	6	4	3	3
M30584J	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30585K	1	1	5	2	1	4	5	3	3	2	4	3	5	3	5	6
M30587M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M30593K	1	1	5	2	1	4	5	2	3	6	1	6	6	6	6	6
M30594L	1	1	5	2	1	4	1	3	3	4	1	5	6	6	6	5
M30598Q	1	1	5	2	5	5	5	2	5	1	3	2	5	1	4	3
M30601S	1	1	5	2	1	4	5	3	3	1	4	3	4	2	3	1
M30602T	1	1	5	2	1	4	5	1	3	4	4	3	4	6	3	6
M30604V	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M30613W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M30615Y	1	1	5	2	1	4	4	3	2	2	4	5	6	6	6	6
M30616Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M30618B	1	1	5	1	1	2	3	3	2	2	1	1	2	1	1	2
M30620V	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M30621W	1	1	5	2	1	3	5	1	3	4	1	5	2	4	5	4
M30622X	1	1	5	2	5	3	5	4	5	4	2	3	5	4	4	4
M30623Y	1	1	5	2	1	4	5	1	3	3	1	5	4	2	4	5
M30624Z	1	1	5	1	1	5	5	1	3	4	2	5	4	4	3	4
M30626B	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M30631Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M30632Z	1	1	5	2	1	4	5	2	2	1	2	5	4	2	2	5
M30633A	1	1	5	2	1	4	5	4	5	6	1	5	5	4	6	6
M30634B	1	1	5	2	1	4	1	3	5	1	1	3	6	6	6	6
M30637E	1	1	5	2	1	3	1	1	3	6	4	6	3	6	6	6
M30644D	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M30646F	1	1	5	2	1	5	4	5	4	5	3	5	4	3	6	6
M30647G	1	1	5	2	1	4	5	1	3	4	1	5	4	2	5	5
M30648H	1	1	5	2	1	4	5	1	3	3	3	5	4	5	3	3
M30650B	1	1	5	2	1	4	5	1	3	4	2	5	4	5	2	4
M30655G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30656H	1	1	5	2	1	4	5	1	3	6	1	5	4	4	6	6
M30660D	1	1	5	2	1	4	5	4	6	4	1	3	2	4	2	2
M30662F	1	1	5	2	1	4	1	3	3	5	1	5	6	6	6	6
M30663G	1	1	5	2	1	4	5	1	3	4	1	5	5	4	5	2
M30665J	1	1	5	2	3	4	5	3	5	5	1	4	4	1	5	6
M30667L	1	1	5	2	1	4	5	1	3	4	1	5	6	1	4	6
M30671G	1	1	5	2	4	3	5	5	5	1	3	6	5	5	4	3
M30674K	1	1	5	2	4	4	5	1	3	4	1	5	2	3	1	3
M30675L	1	1	5	2	1	4	5	4	4	1	3	1	4	2	3	5
M30679Q	1	1	5	2	1	4	5	1	3	4	1	5	3	4	2	1
M30681J	1	1	5	2	1	4	5	2	3	3	3	5	4	1	3	3
M30685N	1	1	5	2	1	4	5	1	3	4	3	3	4	4	3	2
M30686P	1	1	5	2	1	6	5	1	4	4	3	3	4	4	4	2
M30687Q	1	1	5	2	1	4	5	3	3	3	1	5	4	3	5	3
M30690K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	6
M30695Q	1	1	5	2	1	4	5	1	3	4	1	3	6	6	6	6
M30702W	1	1	5	2	1	4	5	1	3	3	1	5	4	2	4	6
M30703X	1	1	5	1	4	4	2	4	4	6	6	6	6	6	6	6
M30711X	1	1	5	2	1	6	5	1	3	4	1	5	4	4	2	5
M30712Y	1	1	5	2	1	6	5	1	5	2	5	2	3	4	4	2
M30719F	1	1	5	2	1	4	2	1	3	4	6	5	3	4	5	6
M30720Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30721Z	1	1	5	2	1	5	5	1	3	4	3	5	4	4	3	2
M30726E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30727F	1	1	5	2	1	4	5	3	3	4	1	5	4	4	6	6
M30730A	1	1	5	2	3	4	5	1	3	4	2	5	4	2	3	5
M30732C	1	1	5	2	1	4	5	1	3	4	1	5	4	6	2	6
M30736G	1	1	5	2	1	4	5	3	4	4	1	4	3	6	4	3
M30737H	1	1	5	2	1	4	5	1	3	6	6	6	6	6	6	6
M30738J	1	1	5	2	1	4	5	1	3	4	6	5	4	6	5	6
M30739K	1	1	5	2	1	4	6	6	3	6	6	6	6	6	6	6
M30742E	1	1	5	2	1	4	5	1	3	4	1	5	4	5	5	2
M30748L	1	1	5	2	1	1	4	1	3	3	2	4	4	5	4	4
M30750E	1	1	5	2	1	4	5	1	3	5	2	3	4	4	4	2
M30751F	1	1	5	2	1	3	5	1	3	4	1	6	3	4	2	5
M30755K	1	1	5	2	1	4	5	1	3	4	1	3	2	3	4	2
M30759P	1	1	5	2	1	4	5	1	3	2	1	3	2	4	3	3
M30760G	1	1	5	2	1	4	5	4	3	2	1	3	2	4	2	4
M30762J	1	1	5	2	1	4	5	1	3	2	1	5	4	2	2	5
M30766N	1	1	5	1	1	4	5	3	3	5	1	5	6	6	6	6
M30772L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	4
M30774N	1	1	5	2	1	4	5	1	3	4	4	5	4	3	3	5
M30775P	1	1	5	2	1	5	5	2	4	2	4	2	5	1	4	2
M30776Q	1	1	5	2	1	3	5	4	4	4	3	5	2	1	6	6
M30778S	1	1	5	5	1	4	5	1	3	4	1	5	4	4	2	5
M30779T	1	1	5	2	1	4	5	1	3	4	1	5	4	6	2	6
M30783P	1	1	5	2	1	4	5	4	4	2	3	5	4	6	6	6
M30785R	1	1	5	5	4	4	5	5	3	4	1	2	3	5	3	3
M30787T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30788U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M30789V	1	1	5	1	1	3	5	2	3	1	3	6	6	6	6	6
M30790N	1	1	5	2	1	3	5	1	3	4	1	5	4	2	3	5
M30794S	1	1	5	2	1	4	5	2	3	4	3	5	3	4	5	3
M30799X	1	1	5	2	1	3	5	1	5	3	4	5	3	4	3	2
M30812B	1	1	5	2	1	4	5	4	3	4	2	5	4	3	4	1
M30814D	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M30817G	1	1	5	2	1	4	5	2	3	4	4	2	4	2	1	2
M30819J	1	1	5	2	1	4	1	4	4	3	4	2	2	3	4	2
M30826H	1	1	5	2	1	4	5	1	6	4	6	6	6	4	6	6
M30827J	1	1	5	2	1	4	6	1	3	4	6	5	6	6	6	6
M30838M	1	1	5	2	1	4	5	1	3	4	1	5	4	2	2	2
M30839N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	4
M30842H	1	1	5	2	1	3	5	2	2	5	4	2	5	6	6	6
M30844K	1	1	4	4	3	3	3	4	3	5	2	3	4	1	1	1
M30847N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M30848P	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M30849Q	1	1	5	2	1	4	5	2	3	5	1	4	4	4	6	6
M30850H	1	1	5	2	1	4	5	1	3	4	1	5	2	4	5	3
M30851J	1	1	5	2	3	3	5	1	5	2	3	3	3	4	2	2
M30852K	1	1	5	2	1	4	5	1	3	4	6	5	4	4	3	6
M30853L	1	1	5	2	1	5	5	2	3	4	1	5	4	4	4	5
M30861L	1	1	5	2	6	4	5	1	3	4	2	5	4	6	5	3
M30863N	1	1	5	2	1	3	5	1	3	3	1	5	5	2	3	6
M30866R	1	1	5	2	1	4	6	1	3	4	1	5	6	6	5	6
M30867S	1	1	5	2	1	4	5	2	5	6	2	3	4	2	4	3
M30868T	1	1	5	2	1	4	5	1	3	5	1	5	2	4	4	2
M30869U	1	1	5	2	1	3	5	1	3	4	1	4	4	4	2	6
M30870M	1	1	5	2	1	4	5	1	3	5	1	6	4	4	2	6
M30871N	1	1	5	2	2	4	1	1	3	4	4	2	4	3	3	2
M30872P	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	6
M30874R	1	1	5	2	1	4	5	1	3	2	3	5	4	4	4	2
M30877U	1	1	5	2	1	4	5	2	5	6	6	6	6	6	6	6
